13,10,9,9,9,11,14,10,11,11,10,9,9,10,10,10,10,9,13,10,1
22,22,22,22,21,24,22,22,24,24,21,22,22,22,21,22,20,22,22,22,0
13,13,13,11,11,11,13,13,12,11,11,13,13,13,12,13,11,13,13,13,0
20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,22,20,20,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,21,21,21,21,25,21,21,26,25,21,21,21,21,21,21,16,21,21,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,14,15,16,15,14,15,15,14,16,14,13,14,15,15,14,15,15,14,14,0
4,4,4,7,6,4,4,7,4,6,4,4,4,4,4,4,6,4,4,4,1
6,6,7,6,6,6,6,7,6,6,6,6,6,6,7,6,6,6,6,7,0
9,10,15,9,11,11,10,9,10,9,11,15,10,10,14,10,10,9,11,9,1
8,9,9,5,9,9,9,7,8,9,10,11,9,8,8,8,8,9,7,8,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,3,1,3,3,2,2,2,4,2,4,1,3,3,1,3,3,4,2,3,1
26,27,24,26,42,26,26,46,26,42,27,24,26,26,24,27,43,26,27,27,1
1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1
1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,4,4,1,3,4,3,4,1,4,1,4,1,1,4,5,1,5,1
17,15,16,17,16,14,17,16,18,16,14,16,15,17,16,14,16,17,15,18,1
3,3,4,4,3,3,3,4,3,3,3,4,3,3,4,3,3,3,3,3,1
12,12,20,12,13,13,13,14,13,12,12,20,12,12,20,13,11,12,12,12,1
6,6,6,9,9,6,6,9,6,9,6,6,6,6,6,6,8,6,6,6,1
17,18,41,17,21,18,16,21,17,21,18,39,18,17,39,18,22,17,18,17,1
8,8,6,8,8,7,8,8,8,8,8,6,8,8,6,8,8,7,7,8,1
12,12,12,14,12,12,11,14,11,12,12,12,12,11,12,12,12,11,12,12,0
5,5,5,8,7,5,5,8,5,7,5,5,5,5,5,5,7,5,5,5,1
68,68,68,58,53,68,68,59,67,56,68,68,68,68,68,68,52,68,68,67,1
30,39,36,31,28,37,29,31,30,28,39,37,39,29,37,38,28,30,38,29,1
24,21,33,24,26,22,24,26,24,26,22,33,22,24,33,22,25,24,22,24,1
55,55,55,55,55,55,55,57,55,54,55,55,55,55,55,55,55,55,55,55,0
16,16,17,16,16,17,16,16,16,16,16,17,15,16,17,16,16,16,15,16,0
10,10,10,7,10,9,10,7,9,9,11,11,10,9,10,11,8,10,9,9,1
14,10,10,13,11,10,14,13,15,13,10,10,10,14,10,10,12,15,10,15,1
8,8,8,10,8,8,9,10,9,8,9,8,9,8,9,9,8,9,9,9,0
16,16,16,15,14,16,16,15,17,14,16,16,16,16,16,16,14,17,16,16,0
8,8,9,8,9,9,9,10,10,9,9,9,9,9,10,9,9,9,8,9,0
13,99,16,13,18,98,13,12,13,9,99,13,99,14,17,97,9,13,101,14,1
232,220,213,232,193,218,231,223,232,192,217,220,218,231,216,218,194,232,219,232,1
19,22,19,19,43,21,18,46,18,44,21,19,21,18,19,21,44,19,21,19,1
32,34,32,32,43,34,33,45,33,43,34,32,34,34,32,34,43,34,34,34,1
4,4,4,6,5,4,4,6,4,5,4,4,4,4,4,4,5,4,4,4,1
6,10,10,6,7,9,6,7,7,7,10,6,9,7,8,9,7,7,10,6,1
6,7,5,6,3,8,6,3,6,2,8,4,7,6,4,8,3,6,7,6,1
18,19,40,18,24,19,18,23,18,23,19,39,19,18,39,19,24,18,19,18,1
57,59,52,57,85,58,55,88,56,84,58,57,58,56,52,57,85,56,57,57,1
6,9,7,17,7,8,6,10,5,8,10,8,6,5,7,6,7,8,5,5,1
12,13,13,14,13,13,13,13,12,13,13,13,13,13,13,13,13,13,13,12,0
36,40,39,36,30,39,35,30,36,31,39,39,40,36,38,39,31,36,40,35,1
16,17,15,19,18,17,16,17,16,17,17,16,19,16,14,17,18,16,17,16,1
12,11,8,13,13,10,12,13,12,10,10,9,11,12,8,11,12,11,11,12,1
17,16,14,17,27,17,17,30,17,27,17,17,16,17,13,16,28,17,17,17,1
16,16,16,23,23,16,16,23,16,23,16,16,16,16,16,16,23,15,16,15,1
23,29,25,20,21,28,23,21,23,21,29,24,29,23,25,28,21,24,29,23,1
29,26,23,33,28,25,29,33,30,28,25,23,25,29,23,25,29,30,25,29,1
4,5,3,4,5,5,5,5,5,5,5,3,5,5,3,5,5,5,4,4,1
13,13,12,13,14,13,14,15,14,14,14,14,13,14,13,13,14,14,13,14,0
3,6,5,6,4,5,2,6,3,3,5,3,6,2,5,6,3,3,6,3,1
8,8,8,11,10,8,8,11,8,11,8,8,8,8,8,8,11,8,8,8,1
2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0
19,20,40,19,22,19,18,23,18,22,20,39,20,19,39,20,23,18,20,19,1
27,33,28,27,26,33,27,27,27,27,32,28,33,28,28,32,26,27,32,27,1
9,9,9,7,9,9,10,7,8,9,8,9,9,8,10,8,7,8,8,8,1
118,118,118,118,118,118,118,107,118,116,118,118,118,118,118,118,117,118,118,118,0
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
11,11,11,12,11,10,11,12,11,11,10,10,11,11,11,10,12,11,10,11,0
11,11,17,11,12,11,12,13,11,12,12,17,11,11,17,11,11,11,10,11,1
11,18,18,12,11,18,11,12,11,11,18,11,17,11,17,18,12,11,18,12,1
9,9,8,8,8,9,9,9,8,8,9,10,9,8,9,9,8,9,9,9,0
8,11,9,11,8,11,8,10,8,7,12,10,10,8,9,9,8,8,9,7,1
0,0,9,1,1,0,0,0,1,0,0,8,0,0,9,0,0,0,0,0,1
22,36,28,24,21,35,22,24,22,20,36,29,36,22,27,35,21,22,35,22,1
9,10,11,9,9,11,8,9,8,9,10,9,10,9,11,10,9,9,11,9,1
19,19,19,19,19,19,19,23,19,19,19,19,19,19,19,19,18,19,19,19,0
6,13,13,6,16,13,6,7,6,6,13,6,14,7,13,13,7,6,13,6,1
8,8,7,8,8,8,8,10,8,8,8,7,8,8,7,8,8,8,8,8,0
17,17,20,17,17,17,17,17,17,17,17,20,17,17,20,17,17,17,17,17,0
5,5,5,6,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,0
33,33,33,23,21,33,33,24,33,21,33,33,33,33,33,33,21,33,33,33,1
9,10,13,9,9,10,10,11,11,10,10,13,9,9,14,10,9,10,9,10,1
21,21,21,21,21,21,21,25,21,21,21,21,21,21,21,21,20,21,21,21,0
13,13,13,12,12,13,13,11,13,12,13,13,13,13,13,13,11,12,13,12,0
20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,22,22,22,22,22,22,26,22,21,22,22,22,22,22,22,20,22,22,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,14,14,15,15,14,15,14,14,15,14,14,14,14,14,14,15,15,15,14,0
6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,0
6,6,7,6,7,6,7,6,6,7,6,6,7,6,6,6,7,6,6,6,1
9,11,15,10,15,10,14,11,10,15,11,10,15,10,10,10,15,10,10,11,1
6,8,9,9,8,8,8,9,8,8,8,8,10,9,8,8,9,10,9,8,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,2,1,4,1,3,1,3,3,1,3,1,1,3,3,3,1,3,3,2,1
44,27,24,27,25,27,24,27,26,24,26,27,24,26,26,26,24,27,27,26,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0
4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1
17,15,16,16,15,15,16,15,14,16,14,14,16,14,15,15,16,17,16,14,1
3,3,4,3,4,3,4,3,3,4,3,3,4,3,3,3,4,3,3,3,1
12,12,20,12,20,12,20,13,12,20,12,11,20,12,12,13,20,12,11,12,1
9,9,9,7,9,9,9,9,9,9,9,9,9,9,9,9,9,7,8,9,0
19,18,40,17,40,18,40,18,17,40,18,17,40,17,18,18,40,17,15,18,1
9,8,6,7,6,8,6,7,7,6,8,7,6,9,8,9,6,7,7,7,1
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,7,1
53,53,53,66,53,53,53,53,53,53,53,53,53,53,53,53,53,69,68,53,0
38,38,36,29,38,38,36,39,37,36,39,39,36,39,38,39,36,29,30,39,1
26,21,34,24,34,22,34,22,22,33,21,23,33,22,21,22,33,24,24,22,1
55,55,55,54,55,55,55,55,55,55,55,55,55,55,55,55,55,60,55,55,0
16,16,16,16,16,16,17,16,17,17,17,16,16,16,16,16,17,16,16,16,0
8,9,10,8,10,9,10,9,9,11,9,10,10,9,10,9,11,9,9,9,1
13,10,10,13,10,10,10,10,10,10,10,10,10,10,10,10,10,15,13,10,1
9,8,8,9,9,9,9,8,8,9,9,7,9,8,9,8,8,9,8,9,1
14,16,15,23,16,16,16,16,16,16,16,17,16,16,16,16,15,22,22,16,1
8,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,8,0
9,99,16,13,17,101,17,100,101,17,100,99,16,99,100,98,16,12,12,99,1
223,220,219,232,215,219,215,220,217,217,219,218,215,217,220,219,218,233,238,221,0
43,21,20,21,19,21,20,21,21,19,21,22,19,21,21,21,20,21,26,21,3
43,34,32,36,32,34,32,34,34,32,34,34,32,34,34,34,32,35,39,34,3
5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,0
7,9,11,7,8,10,9,9,10,11,9,9,9,9,10,9,11,7,7,9,1
2,7,4,7,5,8,4,8,8,5,8,9,5,8,7,7,4,7,5,7,1
22,19,40,19,39,19,39,19,19,39,19,19,39,18,19,19,40,19,14,19,1
85,59,52,58,51,58,52,58,58,52,58,60,52,58,58,58,52,56,58,58,3
7,8,9,7,7,7,7,7,5,7,7,8,10,8,6,5,7,8,9,6,1
13,13,13,14,12,14,13,13,13,12,13,13,13,13,13,13,13,13,12,13,0
29,39,39,36,38,40,39,39,39,38,39,39,38,39,39,39,39,36,39,40,2
17,18,16,16,19,18,16,16,17,15,18,18,16,17,18,17,16,16,17,19,1
12,10,8,12,8,11,8,11,11,9,11,10,8,10,11,11,9,12,12,11,1
28,17,14,17,14,17,14,17,17,14,16,16,14,16,17,17,14,17,17,16,3
23,16,16,23,16,15,16,16,16,16,16,16,16,16,16,16,16,23,23,16,1
20,28,25,23,25,29,24,29,29,24,29,29,24,29,29,29,24,22,23,29,1
25,25,23,29,23,25,23,25,25,23,25,25,23,25,25,25,23,28,29,25,1
5,5,3,5,3,5,3,5,5,3,5,5,3,5,5,5,3,5,5,5,1
15,13,12,14,13,13,13,13,13,13,13,14,13,14,13,13,12,14,11,13,1
4,6,5,6,5,6,5,6,6,5,5,6,6,5,6,6,5,5,5,6,1
11,11,11,9,11,11,11,11,11,11,11,11,11,11,11,11,11,9,10,11,1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
22,20,40,19,39,20,39,20,19,39,19,20,39,20,20,21,40,19,17,21,1
26,33,28,27,28,33,28,33,32,28,33,32,27,33,33,33,28,27,25,32,1
7,8,9,9,9,9,10,9,9,9,9,9,10,9,9,9,10,8,9,9,0
106,106,106,133,106,106,106,106,106,106,106,106,106,106,106,106,106,142,106,106,0
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
11,10,11,11,12,10,12,10,11,11,10,11,11,11,11,10,10,12,11,10,0
11,11,17,11,17,12,17,11,12,17,11,10,17,11,11,12,17,11,10,11,1
11,17,17,11,16,17,18,17,17,19,18,18,19,18,17,17,19,11,11,18,1
8,9,10,9,9,9,8,9,9,9,9,8,8,9,9,9,9,9,9,9,0
8,10,12,7,9,10,10,10,9,9,9,10,11,11,9,9,9,7,8,9,1
0,0,9,1,9,0,9,0,0,9,1,0,9,0,0,0,9,1,0,1,1
36,36,28,22,28,36,28,36,36,27,36,36,28,36,36,36,27,22,21,36,1
8,11,11,8,11,10,11,11,10,10,11,11,11,11,11,11,11,9,8,10,1
18,18,18,22,18,18,18,18,18,18,18,18,18,18,18,18,18,29,18,18,0
6,14,13,7,13,14,13,14,14,13,14,14,13,14,14,14,13,7,7,13,1
8,8,7,8,7,8,7,8,8,7,8,8,7,8,8,8,7,8,8,8,1
17,16,20,17,20,17,20,18,17,20,18,18,19,17,18,17,20,17,17,18,1
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,0
21,21,21,33,21,21,21,21,21,21,21,21,21,21,21,21,21,33,33,21,1
9,9,14,9,13,9,13,10,9,13,9,9,14,10,10,10,13,9,9,9,1
19,19,19,21,19,19,19,19,19,19,19,19,19,19,19,19,19,29,19,19,0
11,11,11,14,11,11,11,11,11,11,11,11,11,11,11,11,11,14,17,11,1
20,20,20,109,20,20,20,20,20,20,20,20,20,20,20,20,20,112,20,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,29,21,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,15,14,14,15,15,14,15,14,14,15,14,15,14,15,15,13,15,15,14,0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,0
6,6,6,7,6,7,6,6,6,7,6,6,6,6,7,6,6,7,6,6,0
10,10,10,15,9,15,10,9,11,15,9,11,9,11,15,9,13,15,10,10,1
11,9,9,8,9,9,9,9,10,8,10,9,10,8,9,9,8,8,9,9,0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2,3,3,1,3,1,3,3,3,1,3,3,3,2,1,2,2,1,2,3,1
31,31,27,24,32,24,27,31,27,24,31,26,32,26,24,32,31,24,31,27,1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,2,1
4,5,1,1,3,1,1,5,1,1,4,1,4,1,1,4,4,1,4,1,1
16,16,15,16,16,16,14,15,14,16,15,15,16,14,16,16,16,16,16,15,0
